path	historicalReview	checkpointAssessment	assessmentCommit	assessmentBlob	corroborationStatus	corroborationReadLevel	corroborationReadCommit	corroborationReadBlob	corroborationMaterialRole	corroborationReader	corroborationEvidence	corroborationScope	corroborationLimitations
.github/workflows/dependency-submission.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	ISSUE348_SCOPED_DIFF_STRICT_CONTROLS_REAL_GRAPH_INDEPENDENT_REVIEW	c99d89cf95fabe3f9b0df5411c55cc69a8c5f0bc	d4a7e969d61b8c43540ba06f80dcd34017561ddd	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	d4a7e969d61b8c43540ba06f80dcd34017561ddd	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:12	Complete main/manual submission, required write permission, no persisted checkout token and explicit strict override; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/desktop-cross-host.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	ISSUE143_SCOPED_CHECKOUT_POLICY_DIFF_TESTS_INDEPENDENT_REVIEW	d18500c939bf3f7cc33f6c980085b1ba7eefebaa	b0d848c7de779700ec92249510131ddff89ce79d	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	b0d848c7de779700ec92249510131ddff89ce79d	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:13	Complete affected-path matrix, OS shells, CLI/UI task and packaging choices; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/ios-x64-tests.yml	ADDED_DURING_REMEDIATION	ISSUE157_SCOPED_DIFF_FULL_ARM64_CHECK_POLICY_INDEPENDENT_REVIEW_OTHER_HOSTS_PENDING	3889e44c115267c998593bbd8ac48bf222c2f8f8	96d818fdde0b95e2b9656fb54a9046704db7926f	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	96d818fdde0b95e2b9656fb54a9046704db7926f	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:14	Complete manual/weekly Intel-only profile, bounded job and always-stop/evidence steps; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/osv-scanner.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CI_SUPPORT_KNOWN_141_143_PENDING_EXECUTION	c5ad9da3aa4ba31ecaf0f3a59c3ff1a7f26db4a3	16dc617775a74e78bf9aedc780664804fda34e6e	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	16dc617775a74e78bf9aedc780664804fda34e6e	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:15	Complete triggers, reusable action pin, scoped permissions, explicit populated-lock inputs and exception file; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/publish-maven-central.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	SCOPED_225_POLICY_CALLER_REVIEW_NOT_FULL_DOMAIN_REVERIFICATION	46ed124ded59f6cbdcccbec3df1140b994efad69	ee3c30e5d4eacbf9d9ff04e7d1854739b58f7ad8	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	ee3c30e5d4eacbf9d9ff04e7d1854739b58f7ad8	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:16	Complete two-job immutable identity, protected signing, bundle/SBOM order and postpublish verification; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/release-dry-run.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	SCOPED_225_POLICY_CALLER_REVIEW_NOT_FULL_DOMAIN_REVERIFICATION	46ed124ded59f6cbdcccbec3df1140b994efad69	4af6ac857bc4402ba4cc99162065062b7eb47657	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	4af6ac857bc4402ba4cc99162065062b7eb47657	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:17	Complete secret-free exact-input checkout, immutable identity and full gate; default bash errexit semantics; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.github/workflows/verify-maven-namespace.yml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CI_RELEASE_PENDING_DOMAIN_EXECUTION	c5ad9da3aa4ba31ecaf0f3a59c3ff1a7f26db4a3	0394fb5ddd0726ae99960156b9e0bd0a0b3fb012	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	0394fb5ddd0726ae99960156b9e0bd0a0b3fb012	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:18	Complete manual protected environment and sanitized evidence path; credentials confined to env; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.gitignore	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	CONTINUATION_DOCUMENTATION_NOT_RUNTIME_VERIFICATION	NOT_RECORDED	NOT_RECORDED	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	558366419cc49108aa778102028ea75f59347784	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection/build_config_static	corroboration-build.tsv:19	Complete cache/output/private-evidence ignores and src/**/build source exception; static inspection only; no build/test execution	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md
.run/Build iOS Framework (Device).run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	51abf5964de4e252b8018eeef33505d44e8287f3	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	51abf5964de4e252b8018eeef33505d44e8287f3	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:2	Links the release iosArm64 P2pKitShared framework via p2p-transport-lan; core is exported into its Swift surface	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Device-architecture link only; does not install or exercise a physical iOS device, assemble all XCFramework slices or satisfy release acceptance.
.run/Build iOS Framework (Simulator).run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	5d5ace1f58c6776137fa669d0efe331839ae917f	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	5d5ace1f58c6776137fa669d0efe331839ae917f	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:3	Links the debug iosSimulatorArm64 P2pKitShared framework via p2p-transport-lan; core is exported	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Explicit ARM64 simulator target, not the iosX64 simulator slice; does not launch app, run tests or perform cross-device validation.
.run/Compose Desktop UI.run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	85b10f80c49afa59ea7713238a1acb0ca82d34ec	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	85b10f80c49afa59ea7713238a1acb0ca82d34ec	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:4	Runs Compose Desktop application plugin entry dev.p2pkit.sample.desktop.ui.MainKt without opt-in raw trace flags	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Headful current-host runtime; no installer/distribution build or interaction assertion. Sample explicitly uses process-local permissive authenticated security, not production host policy.
.run/JVM CLI Alice.run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	5b79d2b58d8dde1ba20313669981d6028a2cff02	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	5b79d2b58d8dde1ba20313669981d6028a2cff02	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:5	Runs application plugin entry dev.p2pkit.sample.desktop.MainKt with device name Alice, default common AppId and validated alice profile child user.home	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Existing #347: profile isolates home-relative directories, not persistent peer identity; fresh in-memory secure store per process. Interactive sample, not evidence capture or two-peer validation by itself.
.run/JVM CLI Bob.run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	2471af4740d2bb0f40e50391300fe4e6ea2fa10e	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	2471af4740d2bb0f40e50391300fe4e6ea2fa10e	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:6	Runs application plugin entry dev.p2pkit.sample.desktop.MainKt with device name Bob, default common AppId and validated bob profile child user.home	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Existing #347: profile isolates home-relative directories, not persistent peer identity; fresh in-memory secure store per process. No real peer run performed.
.run/iOS Sample (Simulator).run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	179a89d3c2efda7c8a3df623677c9d6604297a5f	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	179a89d3c2efda7c8a3df623677c9d6604297a5f	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:7	Invokes iosApp runIosSimulator Exec from repository root, entering scripts/run-ios-app.sh for exact simulator selection, XcodeGen build, checked install and launch	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Requires configured macOS/Xcode/XcodeGen/Python3 and available simulator; script defaults exact iPhone17 unless operator overrides SIM_NAME/SIM_UDID. Launch is not UI assertion, physical-device, AWDL or independent interop acceptance.
.run/iOS Simulator Tests.run.xml	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_IDE_TASK_MAPPING_PENDING_EXECUTION	d4be234161a55daa5b682c9f1bd3a921343a8fad	3877e5919e222d71c3ea3b5d60e1a5a07e91ca2f	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	3877e5919e222d71c3ea3b5d60e1a5a07e91ca2f	CURRENT_REPOSITORY_CONTENT	/root/core_protocol_fixture_corroboration	corroboration-run-configs.tsv:8	Runs only p2p-transport-lan iosSimulatorArm64Test and enables IDE RunAsTest display	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Explicit ARM64 LAN module simulator test target, not p2p-core tests, Swift UI tests, iosX64/device execution or whole-repository release gates. No task graph instantiated.
AGENTS.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CLAIMS_PENDING_DOMAIN_VERIFICATION	623be02339f328b4287aeffb48245b4c8adfc929	d6a1fe775b85740676b4656b3bb36713deb078c8	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	d6a1fe775b85740676b4656b3bb36713deb078c8	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection; /root/coverage_inspection/build_config_static	corroboration-build.tsv:20; corroboration-docs.tsv:2; coverage-inspection.md:complete-read-receipt + coverage-metadata-audit.json	Complete protected instructions; SDK36-only wording retained under owner restriction; static inspection only; no build/test execution; preserve unchanged; Complete named file read; inventory metadata/source continuation interpretation only; no inherited source/test outcomes	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md; Static read only; not a fix approval or execution evidence.
AUDIT_CHECKPOINT.md	NO_INHERITED_REVIEW	CONTINUATION_DOCUMENTATION_NOT_RUNTIME_VERIFICATION	NOT_RECORDED	NOT_RECORDED	REOPENED_CHANGED_SINCE_RECORDED_READ	FULL_TEXT	0d88be3e3769b5133a985e4fe2fca782ba0ef2a6	7ba6e69254be5bf7883b6d86e175335b388f8362	CURRENT_AUDIT_CONTINUATION_METADATA	/root/core_protocol_fixture_corroboration	corroboration-current-admin.tsv:2	HISTORICAL INPUT READ ONLY: Current audit administration content, issue dispositions, historical evidence and continuation/decision boundaries; six explicit files only. This new administrative projection changes these bytes. The independent R1 administrative review inspected the complete authored delta/changed JSON values, not a full reread of unchanged legacy text; final R2 delta approval is separate and does not become a full-current-text receipt.	REOPENED: recorded FULL_TEXT level/commit/blob apply only to the previous input, not this new output. No inferred final admin commit/tree/hash/full read. Independent exact-delta approval does not discharge full-current-text corroboration; preserve historical receipts.
CHANGELOG.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	SCOPED_332_APPLE_INVALID_RERESOLUTION_CORRECTION_APPROVED	78ef36142fe79b4ff9672656c6f4c97f049678d0	6eae6d5db1b737c3e7034049b7894ca633a93ab8	FULL_TEXT_CURRENT	FULL_TEXT	0423e96e15c894c26a7d45a5dfb2a012e0c1ba8e	bd68160099ee77e95154715138ac6c980e6732e0	CURRENT_REPOSITORY_CONTENT	/root	primary-145-doc-full-read-records.json	Full current text read after compaction; reviewed #145 accounting/compatibility caveats and public/lifecycle/ownership context. Not independent repair approval or execution.	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Primary full-file source/document read only; independent approval remains the separate issue145 reviewer verdict.
CLAUDE.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CLAIMS_PENDING_DOMAIN_VERIFICATION	623be02339f328b4287aeffb48245b4c8adfc929	4af89b0596a6c9c8e638a4fdd35e6e4b436a74c8	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	4af89b0596a6c9c8e638a4fdd35e6e4b436a74c8	CURRENT_REPOSITORY_CONTENT	/root/coverage_inspection; /root/coverage_inspection/build_config_static	corroboration-build.tsv:21; corroboration-docs.tsv:5; coverage-inspection.md:complete-read-receipt + coverage-metadata-audit.json	Complete protected current architecture/security/testing/release instructions; static inspection only; no build/test execution; preserve unchanged; #215 #216 context; Complete named file read; inventory metadata/source continuation interpretation only; no inherited source/test outcomes	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. No builds, tests, repository-script or workflow execution; per-path limits also appear in scope/callers and corroboration-build-config.md; Static read only; not a fix approval or execution evidence.
CONTRIBUTING.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	SCOPED_144_CI_ARCHIVE_CORRECTION_INDEPENDENTLY_APPROVED	6995130bcdb2594257c42bed006f7d23f5bc4d6a	99c7b88f42306bd8d852b33a217a726a2014128f	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	99c7b88f42306bd8d852b33a217a726a2014128f	CURRENT_REPOSITORY_CONTENT	SEE_SEALED_PROVIDER	corroboration-docs.tsv:6	contributor/build/review context	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Static read only; not a fix approval or execution evidence.
LICENSE	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	NEEDS_CORROBORATION	NOT_RECORDED	NOT_RECORDED	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	d645695673349e3947e8e5ae42332d0ac3164cd7	CURRENT_REPOSITORY_CONTENT	SEE_SEALED_PROVIDER	corroboration-docs.tsv:7	#236	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Static read only; not a fix approval or execution evidence.
README.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	SCOPED_190_CONSUMER_LANGUAGE_DOCS_BYTECODE_ABI_STATIC_INDEPENDENT_REVIEW	d9b900171bcfcbad0f63f7216f7a951c81fb55be	73af12c31a767c0638caf34ab1dc3dce6146e753	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	73af12c31a767c0638caf34ab1dc3dce6146e753	CURRENT_REPOSITORY_CONTENT	SEE_SEALED_PROVIDER	corroboration-docs.tsv:8	#216 #237 #296 context	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Static read only; not a fix approval or execution evidence.
SECURITY.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CLAIMS_PENDING_DOMAIN_VERIFICATION	623be02339f328b4287aeffb48245b4c8adfc929	037a16f8a83a270ee62cfb58a777326e507f589d	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	037a16f8a83a270ee62cfb58a777326e507f589d	CURRENT_REPOSITORY_CONTENT	SEE_SEALED_PROVIDER	corroboration-docs.tsv:9	#215 security-policy context	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Static read only; not a fix approval or execution evidence.
SUPPORT.md	INITIAL_AUDIT_COMPLETED_RAW_LEDGER_LOST	STATIC_READ_CLAIMS_PENDING_DOMAIN_VERIFICATION	623be02339f328b4287aeffb48245b4c8adfc929	b95142cc3fe0ca7a988d9907520c972e52aee0ec	FULL_TEXT_CURRENT	FULL_TEXT	d823bb9cc0d187ec746714af67b08904a28331b6	b95142cc3fe0ca7a988d9907520c972e52aee0ec	CURRENT_REPOSITORY_CONTENT	SEE_SEALED_PROVIDER	corroboration-docs.tsv:10	support/public-evidence policy context	Read scope only; not fresh execution, blanket correctness, repair progress, independent interoperability or external acceptance. Static read only; not a fix approval or execution evidence.
